compound_id,original_row_index,activity,pca_1,pca_2,split
compound_47,47,1.706,-17.903531819596246,-5.5028648993715095,train
compound_48,48,1.746,15.880641300959654,-14.329647315612837,train
compound_49,49,2.898,9.187750471898655,-12.247164367241789,train
compound_50,50,1.469,16.173898531818384,-10.906991280349258,val
compound_51,51,1.647,9.56838722249234,-16.80070145522918,train
compound_52,52,1.473,14.473988453653421,-4.786426095602903,train
compound_53,53,3.176,57.3301834016663,-13.691784484541335,train
compound_54,54,2.117,9.562332435136838,6.617546109042144,val
compound_55,55,2.53,28.23954560549762,-10.38485937806667,train
compound_56,56,2.533,12.672756485457459,-7.047260725709004,train
compound_57,57,2.584,1.6688688016401374,0.954057301759262,train
compound_58,58,2.285,-23.577196767959787,7.927322482949584,train
compound_59,59,1.664,16.106285745346998,-6.79344775552471,train
compound_60,60,2.572,-10.715812404055484,-2.1375068569838818,test
compound_61,61,3.899,-13.381260399547928,9.08709091000337,train
compound_62,62,2.352,-22.346253902130726,-3.086066731169147,train
compound_63,63,1.499,-10.52320580060649,3.661568530739486,train
compound_64,64,5.184,6.634801061164098,-8.610039235008031,train
compound_65,65,4.641,-0.18021900253690962,-6.1039205143854876,test
compound_66,66,3.555,-3.27190814734452,-1.7385730920988998,test
compound_67,67,1.246,7.0104561133844365,4.751803264207262,train
compound_68,68,3.968,11.344702264535412,-0.8886526458321836,train
compound_69,69,3.059,-10.184259887914553,26.30487771551374,train
compound_70,70,1.951,-6.491071621523004,-12.831673172230198,train
compound_71,71,4.643,7.23095087959971,-6.219867109186377,train
compound_72,72,1.591,-7.894939585867981,-9.448719002922353,train
compound_73,73,2.808,-17.733520235421153,9.287622040983129,val
compound_74,74,2.464,-4.9666780752204716,36.50872207547755,train
compound_75,75,1.823,-20.03734120696861,-7.714744041263855,test
compound_76,76,1.507,-22.778543578975732,-3.6367563489037504,train
compound_77,77,1.705,-14.642265483045772,-11.784359692162441,train
compound_78,78,2.321,-20.35314681220535,4.949090047880699,train
compound_79,79,1.077,-16.95504526542215,-8.671724071901025,train
compound_80,80,1.45,28.074825088458457,12.38523411911579,train
compound_81,81,3.745,20.263362638382066,-7.638092874105595,train
compound_82,82,3.019,2.7814546807021276,-1.2022172589733322,train
compound_83,83,1.936,-20.01206961218973,8.15184562482042,train
compound_84,84,2.014,-17.679937530825736,-8.235351099678251,train
compound_85,85,4.037,3.5418497881981614,-4.281328779245152,train
compound_86,86,2.545,8.504560924783078,8.159273763953339,train
compound_87,87,3.188,13.462034710869126,-0.7778351495635089,train
compound_88,88,2.228,-10.871833335002043,14.477230018368926,train
compound_89,89,2.109,-4.752180516262355,-4.006709377666203,train
compound_90,90,2.06,-0.07940979601245855,-9.675452224015805,train
compound_91,91,2.63,-21.95557112288008,-2.1462485655819745,train
compound_92,92,2.74,-14.163126274989018,12.948125878428419,train
compound_93,93,2.62,-25.884492272371833,-4.387575703223664,train
compound_94,94,3.45,-20.47849443181471,7.613747186863158,train
compound_95,95,2.15,-13.154996749794654,4.513350317690095,train
compound_96,96,2.31,-12.646767731102987,1.7856563896136388,train
compound_97,97,2.83,-16.47972714227563,3.4763542052333376,train
compound_98,98,1.87,-20.108188776513867,7.342678091462116,train
compound_99,99,1.99,-22.149194290240906,3.9192520773554897,train
compound_100,100,2.57,-26.44343067477574,-2.5317730680643677,train
compound_101,101,1.53,-21.962882593261376,-4.282059646240339,train
compound_102,102,2.42,-8.32904704831335,22.5378607164574,train
compound_103,103,3.61,-17.601075092939286,19.52914532556523,val
compound_104,104,3.79,-18.26876226573197,14.220962770203313,train
compound_105,105,2.3,-15.530339139477991,-1.0743293113917758,train
compound_106,106,2.89,-11.716980726687288,21.206625222751597,train
compound_107,107,3.01,-15.974566262987388,2.561814486920098,train
compound_108,108,2.93,-15.100010586210422,1.338583555049868,train
compound_109,109,2.57,-8.523462628859884,16.735323784353078,train
compound_110,110,2.27,7.293730985950983,-9.43945431288335,train
compound_111,111,2.54,-18.838096736510547,-1.3347069302006165,val
compound_112,112,2.09,7.422861235673876,-10.223597520594806,test
compound_113,113,1.89,-16.05115530919229,6.827176220030516,train
compound_114,114,2.55,-15.835003193043395,0.9807824306329663,train
compound_115,115,2.57,-26.26642037754249,0.6104879512665475,train
compound_116,116,2.15,-22.009471191777294,1.3664021447503663,train
compound_117,117,2.84,-26.5883202806092,1.4500342288532277,train
compound_118,118,1.81,-13.221570466779992,16.72800166421288,train
compound_119,119,2.43,-13.1013239677648,21.58042361126493,train
compound_120,120,2.77,-26.734814774654694,-4.1417948150860235,train
compound_121,121,1.54,-17.959957309230457,15.942321145506327,val
compound_122,122,2.3,-22.69586839518041,6.16781044651736,val
compound_123,123,2.63,-25.64372161038795,-2.7955912901320255,train
compound_124,124,2.55,-29.793944576394928,-10.386829635542954,train
compound_125,125,2.11,-21.73238380161331,-3.956497303501646,test
compound_126,126,2.19,-24.389351634212822,-12.635348812925864,val
compound_127,127,1.79,-19.838294369349253,-16.352989807740965,train
compound_128,128,1.54,-27.115514818456667,-13.704556321406717,test
compound_129,129,2.69,-1.637681265972133,-7.874262534784642,train
compound_130,130,1.84,-24.49877994792928,-11.586119999592862,train
compound_131,131,2.13,33.575386989833696,18.370192202069777,train
compound_132,132,2.48,38.664984416219255,18.3607475657398,train
compound_133,133,1.84,69.15635420568876,31.615273938787837,val
compound_134,134,2.54,-18.357194601188823,3.139145816204791,train
compound_135,135,1.93,-19.38683027078952,2.291972721662127,train
compound_136,136,3.21,19.09703922127933,13.654069194021439,train
compound_137,137,1.47,4.919157532053,4.648796047443903,train
compound_138,138,2.5,11.230747041580262,16.616327089356922,train
compound_139,139,1.86,21.626620002204636,11.592801427695388,test
compound_140,140,1.56,15.8337911302377,21.7814368452576,train
compound_141,141,3.66,31.47478592138381,38.54674983577899,train
compound_142,142,4.96,26.87127543695989,22.917040420948503,train
compound_143,143,5.0,28.890320782455706,24.026426854738673,train
compound_144,144,3.51,10.32935433522566,-9.373067756610915,val
compound_145,145,3.02,3.0287711005404523,-1.1339286317438115,train
compound_146,146,4.59,10.88200196120737,-8.031977144853467,train
compound_147,147,3.3,13.640011439192198,-13.358441946259365,train
compound_148,148,3.34,6.654335410888302,-7.054422976465815,train
compound_149,149,4.13,7.458790230685303,-8.938355912709953,train
compound_150,150,4.46,7.785955497695364,-14.40962846662443,train
compound_151,151,4.51,10.660515087860105,-8.638990102258772,train
compound_152,152,4.11,3.4921119478862215,-5.712957717374465,test
compound_153,153,3.81,10.399969431772572,-9.015417751759161,train
compound_154,154,4.96,4.563916387660748,-13.163055736603669,train
compound_155,155,4.76,7.425714431613407,-12.09248907224565,test
compound_156,156,4.09,10.996335374563321,-13.288793320883077,test
compound_157,157,4.49,11.011758951624984,-14.256347606755638,train
compound_158,158,3.56,13.515134982817578,-4.683040739622817,test
compound_159,159,2.97,-1.2561657974476397,0.9705257789834656,train
compound_160,160,1.71,2.637426374230667,0.8231502971735118,train
compound_161,161,2.1,-3.7173990853487555,1.4576921842101553,test
compound_162,162,2.49,38.34543476890962,-13.684095963175714,train
compound_163,163,1.37,31.69830884049112,-11.57418617033304,train
compound_164,164,2.17,25.942652846047608,-5.245488547214407,val
compound_165,165,2.27,4.2366983811678995,-1.2874951908216838,test
compound_166,166,3.67,10.920351406956634,-5.493481859336166,train
compound_167,167,5.31,36.24725105659946,7.787944991829881,train
compound_168,168,1.79,20.233824339575044,-19.23781147488915,train
compound_169,169,2.62,18.8584893965612,-11.84958354520779,train
compound_170,170,3.62,42.598434162512994,14.33889163701896,train
compound_171,171,3.85,15.438160237083421,-7.713125243352159,train
compound_172,172,3.66,11.69501404033687,-5.311099371527221,train
compound_173,173,2.43,12.429378858604869,-15.057022511846037,train
compound_174,174,1.89,13.13157735611749,-17.799694316816456,train
compound_175,175,2.07,16.601010722354953,-14.888968464059067,val
compound_176,176,2.12,19.688893481420514,-1.9419411288296107,train
compound_177,177,2.13,30.6491389625862,2.879915685117645,train
compound_178,178,2.52,59.84025553404472,-15.985188206292795,train
compound_179,179,4.68,60.103382097523856,-21.328939495575046,train
compound_180,180,2.05,58.156303284405176,-11.917358063601794,train
compound_181,181,3.96,-5.472176188060591,-8.347573860835729,test
compound_182,182,1.71,29.851962449668125,6.049108467205623,train
compound_183,183,1.71,7.326819267350342,-2.0820211359807437,val
compound_184,184,4.54,13.100647674079198,14.162641666280539,train
compound_185,185,4.01,2.478363973014841,-14.975346468525125,train
compound_186,186,3.94,-1.2948817830310584,-12.799833947394928,train
compound_187,187,2.65,5.897101706477431,3.724241726498339,val
compound_188,188,4.99,3.4464951153373975,-9.666612104154158,train
compound_189,189,5.16,7.366485877704435,-13.212528501542911,train
compound_190,190,2.77,2.751351618742794,-1.880014062677296,train
