compound_id,original_row_index,umap_1,umap_2,cluster,split
compound_166,166,4.56734,4.981412,0,train
compound_167,167,4.6792455,4.242935,0,train
compound_168,168,4.385412,5.5018716,0,train
compound_169,169,4.4025226,5.3910737,0,train
compound_170,170,4.8470025,4.314266,0,test
compound_171,171,4.5405083,5.1734557,0,train
compound_172,172,4.48796,5.043455,0,train
compound_173,173,4.2110124,5.534505,0,train
compound_174,174,4.2123613,5.621497,0,train
compound_175,175,4.452671,5.4695673,0,train
compound_176,176,5.762662,2.670988,0,val
compound_177,177,5.7183504,2.6789672,0,train
compound_178,178,5.48257,4.9274497,0,train
compound_179,179,5.6907597,4.788807,0,train
compound_180,180,5.6638026,4.7334275,0,train
compound_181,181,2.057459,4.467141,1,train
compound_182,182,5.633664,1.9210222,0,val
compound_183,183,5.668897,1.5941384,0,train
compound_184,184,3.6213686,3.4016435,0,train
compound_185,185,5.5875406,1.0942817,0,train
compound_186,186,5.5229964,1.0670594,0,train
compound_187,187,7.1562285,1.944983,0,train
compound_188,188,6.33024,1.3071684,0,train
compound_189,189,6.4550014,1.6738948,0,train
compound_190,190,7.1103516,1.5462552,0,train
