compound_id,original_row_index,umap_1,umap_2,cluster,split
compound_81,81,2.2289276,3.8633778,0,train
compound_82,82,8.545828,4.3876915,2,train
compound_83,83,-0.43928885,-0.5763444,1,train
compound_84,84,-0.94511724,1.4598596,1,train
compound_85,85,8.978489,4.360944,2,train
compound_86,86,4.6560993,2.767276,0,test
compound_87,87,3.3987412,1.9511088,0,train
compound_88,88,0.19279584,-1.6631842,1,train
compound_89,89,1.5124213,0.6583723,1,train
compound_90,90,2.3529806,1.3045973,0,train
compound_91,91,-2.0575788,0.8116222,1,train
compound_92,92,-0.3504366,-1.36244,1,train
compound_93,93,-1.4495369,0.7789464,1,test
compound_94,94,-0.6537207,-1.0977461,1,train
compound_95,95,0.63100743,-1.1507294,1,train
compound_96,96,-0.9543224,0.46349847,1,train
compound_97,97,0.25691533,-1.1228484,1,train
compound_98,98,-0.33431783,-0.5802602,1,train
compound_99,99,-0.17077899,-0.5872247,1,train
compound_100,100,-1.5980556,0.50459206,1,test
compound_101,101,0.18651213,-0.004332819,1,test
compound_102,102,0.11418076,-1.7388719,1,train
compound_103,103,-0.7777223,-1.3113465,1,train
compound_104,104,0.066792294,-1.4388559,1,test
compound_105,105,-0.8431401,0.3556363,1,train
compound_106,106,-0.2797361,-1.8512111,1,train
compound_107,107,-0.43575454,0.2654879,1,train
compound_108,108,-0.72513986,0.20492767,1,train
compound_109,109,0.25408602,-1.8373636,1,train
compound_110,110,1.7467409,2.7067688,0,train
compound_111,111,0.53068703,1.1964616,1,train
compound_112,112,1.8214318,2.9079697,0,train
compound_113,113,0.122516185,-0.9348475,1,test
compound_114,114,-0.43020225,0.5560223,1,train
compound_115,115,-0.81475985,-0.23960929,1,train
compound_116,116,-2.0378077,0.99131817,1,train
compound_117,117,0.1580624,-0.3282457,1,train
compound_118,118,-0.48162502,-0.69329065,1,test
compound_119,119,-1.0743253,-0.63321704,1,train
compound_120,120,-1.5174923,0.63863164,1,train
compound_121,121,-1.3180625,-0.4917001,1,test
compound_122,122,-0.94444954,-0.46366566,1,train
compound_123,123,-1.8254709,0.9648684,1,train
compound_124,124,-1.4915897,0.69290864,1,train
compound_125,125,0.2753602,0.1377781,1,train
compound_126,126,-1.0995687,1.0538774,1,train
compound_127,127,-1.3167391,1.4181094,1,train
compound_128,128,-1.6115417,1.2417383,1,train
compound_129,129,1.9112033,1.1532223,0,train
compound_130,130,0.12884495,0.58429295,1,test
compound_131,131,4.309074,3.2643578,0,train
compound_132,132,4.1812086,3.2121367,0,train
compound_133,133,3.7482839,3.5327609,0,train
compound_134,134,-1.2116816,-0.30911854,1,train
compound_135,135,0.31068474,1.1103706,1,train
compound_136,136,4.703985,2.7843387,0,train
compound_137,137,3.6052902,1.7633537,0,test
compound_138,138,4.3669934,2.7200913,0,train
compound_139,139,4.2405624,2.9899206,0,train
compound_140,140,4.3326473,2.8940845,0,train
compound_141,141,4.4679418,3.0723717,0,test
compound_142,142,4.511731,3.169199,0,train
compound_143,143,4.522268,3.22072,0,train
compound_144,144,9.658034,4.008067,2,test
compound_145,145,8.668249,4.2691665,2,test
compound_146,146,8.847683,3.2994568,2,train
compound_147,147,8.977923,3.7937064,2,test
compound_148,148,8.673153,3.9719665,2,train
compound_149,149,8.987989,3.55127,2,test
compound_150,150,9.170035,3.4618688,2,train
compound_151,151,9.425448,4.0662885,2,train
compound_152,152,8.679383,3.8709726,2,train
compound_153,153,9.496135,4.3009624,2,train
compound_154,154,8.82589,3.2908316,2,train
compound_155,155,9.212685,4.1369567,2,train
compound_156,156,9.532204,3.955677,2,train
compound_157,157,9.54379,3.9074576,2,test
compound_158,158,9.523822,3.9792993,2,train
compound_159,159,2.770018,1.4875768,0,train
compound_160,160,2.8573506,1.7488625,0,train
compound_161,161,2.8375375,1.4547305,0,train
compound_162,162,2.9318798,4.0366445,0,train
compound_163,163,2.8989146,3.8287659,0,train
compound_164,164,3.1749704,2.6012383,0,train
compound_165,165,3.368804,1.5692135,0,train
compound_166,166,1.9625986,3.7200475,0,train
compound_167,167,3.0948899,3.7223375,0,train
compound_168,168,2.034651,4.0564156,0,train
compound_169,169,2.0737562,3.9496706,0,train
compound_170,170,3.40709,3.6217954,0,train
compound_171,171,1.6183434,3.9984121,0,train
compound_172,172,1.6904776,3.869171,0,train
compound_173,173,1.8971863,4.164825,0,train
compound_174,174,1.9211787,3.9596176,0,test
compound_175,175,1.7965709,4.274364,0,test
compound_176,176,3.4990046,2.132671,0,train
compound_177,177,3.586129,2.0323384,0,test
compound_178,178,3.2263668,4.172844,0,train
compound_179,179,3.1900609,4.2322226,0,train
compound_180,180,3.2374408,4.1114745,0,train
compound_181,181,2.0214791,1.7899019,0,train
compound_182,182,2.9276097,2.428787,0,train
compound_183,183,2.6714272,2.0400312,0,train
compound_184,184,3.800198,2.2053747,0,train
compound_185,185,2.1103952,1.965266,0,train
compound_186,186,1.9043311,1.6337532,0,train
compound_187,187,8.551257,4.379828,2,train
compound_188,188,9.033641,4.124027,2,train
compound_189,189,9.627153,4.1843376,2,train
compound_190,190,8.47993,4.4309583,2,train
