mol_id,smiles,error,RDKit_AvgIpc,RDKit_BCUT2D_CHGHI,RDKit_BCUT2D_CHGLO,RDKit_BCUT2D_LOGPHI,RDKit_BCUT2D_LOGPLOW,RDKit_BCUT2D_MRHI,RDKit_BCUT2D_MRLOW,RDKit_BCUT2D_MWHI,RDKit_BCUT2D_MWLOW,RDKit_BalabanJ,RDKit_BertzCT,RDKit_Chi0,RDKit_Chi0n,RDKit_Chi0v,RDKit_Chi1,RDKit_Chi1n,RDKit_Chi1v,RDKit_Chi2n,RDKit_Chi2v,RDKit_Chi3n,RDKit_Chi3v,RDKit_Chi4n,RDKit_Chi4v,RDKit_EState_VSA1,RDKit_EState_VSA10,RDKit_EState_VSA11,RDKit_EState_VSA2,RDKit_EState_VSA3,RDKit_EState_VSA4,RDKit_EState_VSA5,RDKit_EState_VSA6,RDKit_EState_VSA7,RDKit_EState_VSA8,RDKit_EState_VSA9,RDKit_ExactMolWt,RDKit_FpDensityMorgan1,RDKit_FpDensityMorgan2,RDKit_FpDensityMorgan3,RDKit_FractionCSP3,RDKit_HallKierAlpha,RDKit_HeavyAtomCount,RDKit_HeavyAtomMolWt,RDKit_Ipc,RDKit_Kappa1,RDKit_Kappa2,RDKit_Kappa3,RDKit_LabuteASA,RDKit_MaxAbsEStateIndex,RDKit_MaxAbsPartialCharge,RDKit_MaxEStateIndex,RDKit_MaxPartialCharge,RDKit_MinAbsEStateIndex,RDKit_MinAbsPartialCharge,RDKit_MinEStateIndex,RDKit_MinPartialCharge,RDKit_MolLogP,RDKit_MolMR,RDKit_MolWt,RDKit_NHOHCount,RDKit_NOCount,RDKit_NumAliphaticCarbocycles,RDKit_NumAliphaticHeterocycles,RDKit_NumAliphaticRings,RDKit_NumAmideBonds,RDKit_NumAromaticCarbocycles,RDKit_NumAromaticHeterocycles,RDKit_NumAromaticRings,RDKit_NumAtomStereoCenters,RDKit_NumAtoms,RDKit_NumBonds,RDKit_NumBridgeheadAtoms,RDKit_NumHAcceptors,RDKit_NumHDonors,RDKit_NumHeteroatoms,RDKit_NumHeterocycles,RDKit_NumRadicalElectrons,RDKit_NumRings,RDKit_NumRotatableBonds,RDKit_NumSaturatedCarbocycles,RDKit_NumSaturatedHeterocycles,RDKit_NumSaturatedRings,RDKit_NumSpiroAtoms,RDKit_NumUnspecifiedAtomStereoCenters,RDKit_NumValenceElectrons,RDKit_PEOE_VSA1,RDKit_PEOE_VSA10,RDKit_PEOE_VSA11,RDKit_PEOE_VSA12,RDKit_PEOE_VSA13,RDKit_PEOE_VSA14,RDKit_PEOE_VSA2,RDKit_PEOE_VSA3,RDKit_PEOE_VSA4,RDKit_PEOE_VSA5,RDKit_PEOE_VSA6,RDKit_PEOE_VSA7,RDKit_PEOE_VSA8,RDKit_PEOE_VSA9,RDKit_Phi,RDKit_RingCount,RDKit_SMR_VSA1,RDKit_SMR_VSA10,RDKit_SMR_VSA2,RDKit_SMR_VSA3,RDKit_SMR_VSA4,RDKit_SMR_VSA5,RDKit_SMR_VSA6,RDKit_SMR_VSA7,RDKit_SMR_VSA8,RDKit_SMR_VSA9,RDKit_SPS,RDKit_SlogP_VSA1,RDKit_SlogP_VSA10,RDKit_SlogP_VSA11,RDKit_SlogP_VSA12,RDKit_SlogP_VSA2,RDKit_SlogP_VSA3,RDKit_SlogP_VSA4,RDKit_SlogP_VSA5,RDKit_SlogP_VSA6,RDKit_SlogP_VSA7,RDKit_SlogP_VSA8,RDKit_SlogP_VSA9,RDKit_TPSA,RDKit_VSA_EState1,RDKit_VSA_EState10,RDKit_VSA_EState2,RDKit_VSA_EState3,RDKit_VSA_EState4,RDKit_VSA_EState5,RDKit_VSA_EState6,RDKit_VSA_EState7,RDKit_VSA_EState8,RDKit_VSA_EState9,RDKit_fr_Al_COO,RDKit_fr_Al_OH,RDKit_fr_Al_OH_noTert,RDKit_fr_ArN,RDKit_fr_Ar_COO,RDKit_fr_Ar_N,RDKit_fr_Ar_NH,RDKit_fr_Ar_OH,RDKit_fr_COO,RDKit_fr_COO2,RDKit_fr_C_O,RDKit_fr_C_O_noCOO,RDKit_fr_C_S,RDKit_fr_HOCCN,RDKit_fr_Imine,RDKit_fr_NH0,RDKit_fr_NH1,RDKit_fr_NH2,RDKit_fr_N_O,RDKit_fr_Ndealkylation1,RDKit_fr_Ndealkylation2,RDKit_fr_Nhpyrrole,RDKit_fr_SH,RDKit_fr_aldehyde,RDKit_fr_alkyl_carbamate,RDKit_fr_alkyl_halide,RDKit_fr_allylic_oxid,RDKit_fr_amide,RDKit_fr_amidine,RDKit_fr_aniline,RDKit_fr_aryl_methyl,RDKit_fr_azide,RDKit_fr_azo,RDKit_fr_barbitur,RDKit_fr_benzene,RDKit_fr_benzodiazepine,RDKit_fr_bicyclic,RDKit_fr_diazo,RDKit_fr_dihydropyridine,RDKit_fr_epoxide,RDKit_fr_ester,RDKit_fr_ether,RDKit_fr_furan,RDKit_fr_guanido,RDKit_fr_halogen,RDKit_fr_hdrzine,RDKit_fr_hdrzone,RDKit_fr_imidazole,RDKit_fr_imide,RDKit_fr_isocyan,RDKit_fr_isothiocyan,RDKit_fr_ketone,RDKit_fr_ketone_Topliss,RDKit_fr_lactam,RDKit_fr_lactone,RDKit_fr_methoxy,RDKit_fr_morpholine,RDKit_fr_nitrile,RDKit_fr_nitro,RDKit_fr_nitro_arom,RDKit_fr_nitro_arom_nonortho,RDKit_fr_nitroso,RDKit_fr_oxazole,RDKit_fr_oxime,RDKit_fr_para_hydroxylation,RDKit_fr_phenol,RDKit_fr_phenol_noOrthoHbond,RDKit_fr_phos_acid,RDKit_fr_phos_ester,RDKit_fr_piperdine,RDKit_fr_piperzine,RDKit_fr_priamide,RDKit_fr_prisulfonamd,RDKit_fr_pyridine,RDKit_fr_quatN,RDKit_fr_sulfide,RDKit_fr_sulfonamd,RDKit_fr_sulfone,RDKit_fr_term_acetylene,RDKit_fr_tetrazole,RDKit_fr_thiazole,RDKit_fr_thiocyan,RDKit_fr_thiophene,RDKit_fr_unbrch_alkane,RDKit_fr_urea,RDKit_qed
mol_0011,CC(C)(C)O,,1.7640288160912414,1.974011306289054,-2.041982881014427,1.9294032058885513,-2.0955514074936135,4.504159461784884,0.10158908055418193,16.27984148257892,10.191955772566992,5.776046899561301,183.00846244370183,12.707106781186548,12.408248290463863,2.408248290463863,6.310660171779822,5.862372435695795,0.9541241452319316,0.6811862178478973,0.6811862178478973,0.0,0.0,0.0,0.0,26.156727162870727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,13.768026662764614,74.07316494,1.8,2.4,2.4,1.0,-0.04,5,64.04299999999999,508.0402990342775,0.39911790543591597,0.9767560019818928,9507.96,46.76468638302077,6.916666666666667,0.3907600879079809,6.916666666666667,0.21081179074527037,3.453125,0.21081179074527037,-3.479166666666667,-0.3907600879079809,0.7771999999999999,21.971799999999995,74.12299999999995,1,1,0,0,0,0,0,0,0,0,15,14,0,1,1,1,0,0,0,0,0,0,0,0,0,32,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.555676351887037,12.33682700553198,5.601050810983688,0.07796816192659449,0,17.44563519663919,0.0,1.4311996572326342,0.0,0.0,26.156727162870727,0.0,0.0,0.0,0.0,48.8,0.0,0.0,0.0,0.0,12.141058659323535,0.0,0.0,32.89250335741902,0.0,0.0,0.0,0.0,20.23,68.74479166666666,0.0,0.0,3.59375,-3.479166666666667,0.0,0.0,0.0,-10.359375,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4498276567484776
mol_0012,CCOC,,1.5171826720727422,1.5110686634299435,-1.7596969321742635,1.5195139792721877,-1.7296132660436792,3.9441406879138663,0.21544762350199076,16.460663633503746,10.885916564673533,4.443936877285597,152.66635800869278,10.207106781186548,9.908248290463863,1.9082482904638631,4.957106781186548,4.658248290463863,0.6582482904638631,0.20412414523193154,0.20412414523193154,0.051031036307982884,0.051031036307982884,0.0,0.0,20.448829819094556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,10.96606844936176,60.057514876,2.5,3.5,3.75,1.0,-0.04,4,52.032,122.89179643789211,0.28884010868986093,2.9600000000000004,1.96,37.82244448747216,6.755208333333334,0.38497689316830574,6.755208333333334,0.05634558056998483,3.04375,0.05634558056998483,-3.140625,-0.38497689316830574,0.6527000000000001,17.55,60.09600000000002,0,1,0,0,0,0,0,0,0,0,12,11,0,1,0,1,0,0,0,1,0,0,0,0,0,26,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,17.709213370309538,6.853792780851101,0.21374168043049713,0,15.702931403161807,0.0,0.0,0.0,0.0,6.851892117295679,13.596937701798877,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,13.596937701798877,4.736862953800049,0.0,17.817960566657437,0.0,0.0,0.0,0.0,9.23,56.530208333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.236458333333334,-3.04375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4315009980580737
mol_0013,CCOCC,,1.7729972421530646,1.635249239958044,-1.8589755250228044,1.6400163366950407,-1.837381208276838,4.066771354077524,0.16176261138507,16.471489792223306,10.800690364709848,4.8939940985988395,198.5573374653365,12.707106781186548,12.408248290463863,2.408248290463863,6.207106781186548,5.908248290463863,0.9082482904638631,0.3061862178478973,0.3061862178478973,0.10206207261596577,0.10206207261596577,0.025515518153991442,0.025515518153991442,26.821754720423936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,13.7075855617022,74.07316494,1.8,2.4,2.8,1.0,-0.04,5,64.04299999999999,484.0282471077866,0.39911790543591597,3.9600000000000004,3.9600000000000004,46.997327602204415,6.905208333333333,0.3820258357826421,6.905208333333333,0.0563603524747362,3.2583333333333337,0.0563603524747362,-3.356250000000001,-0.3820258357826421,1.0428000000000002,22.166999999999994,74.12299999999995,0,1,0,0,0,0,0,0,0,0,15,14,0,1,0,1,0,0,0,2,0,0,0,0,0,32,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,21.342521822853897,5.483034224680881,0.31610138110524544,0,18.44444851550225,0.0,0.0,0.0,0.0,13.703784234591359,13.117970485832577,0.0,0.0,0.0,48.8,0.0,0.0,0.0,0.0,13.117970485832577,4.736862953800049,0.0,27.411369796293556,0.0,0.0,0.0,0.0,9.23,71.72916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.229166666666668,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4752681489358652
mol_0014,C1CCCCC1,,2.1398378409810777,1.9496940272108838,-2.052305972789116,2.1470999999999996,-1.8548999999999998,4.506,0.5039999999999998,14.014000000000014,10.01200000000001,3.71651637688805,247.70527509086568,15.0,15.0,3.0,7.5,7.5,1.5,0.75,0.75,0.375,0.375,0.1875,0.1875,38.237549407976275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,84.093900384,0.6666666666666666,0.8333333333333334,1.0,1.0,0.0,6,72.06599999999999,2781.789193275401,0.46296296296296297,2.2222222222222223,1.0,56.41777644829715,7.389583333333333,0.0533059727891157,7.389583333333333,0.02665298639455785,3.529166666666667,0.02665298639455785,-3.5291666666666677,-0.0533059727891157,2.3406000000000002,27.701999999999984,84.16199999999994,0,0,1,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,1,0,1,0,1,0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.237549407976275,0.0,16.44910267404264,0.0,0.17146776406035666,1,16.44910267404264,0.0,0.0,0.0,0.0,38.237549407976275,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.68665208201895,0.0,0.0,0.0,0.0,0.0,88.675,0.0,0.0,0.0,0.0,0.0,0.0,-21.175000000000004,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42231618686094674
mol_0015,C1CCCC1,,2.0411153347892164,1.9486940272108833,-1.6707219275502605,2.1460999999999983,-1.4733159547611452,4.505000000000001,0.8855840452388553,14.013000000000002,10.393584045238855,3.552840724664296,198.53003040070757,12.5,12.5,2.5,6.25,6.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,31.864624506646898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,70.07825032,0.8,1.0,1.2,1.0,0.0,5,60.05499999999999,806.2405572417405,0.35555555555555557,1.44,0.64,47.242893333564915,7.239583333333334,0.0533059727891157,7.239583333333334,0.02665298639455785,3.229166666666666,0.02665298639455785,-3.229166666666667,-0.0533059727891157,1.9505000000000001,23.084999999999994,70.13499999999998,0,0,1,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,1,0,1,0,1,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.864624506646898,0.0,13.7075855617022,0.0,0.1024,1,13.7075855617022,0.0,0.0,0.0,0.0,31.864624506646898,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.57221006834913,0.0,0.0,0.0,0.0,0.0,72.39583333333334,0.0,0.0,0.0,0.0,0.0,0.0,-16.145833333333336,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40836192922302755
mol_0016,CNC(C)=O,,1.801319709384139,1.7223049901786103,-1.7961282814618595,1.4485409096470645,-2.1122478760994334,5.717903917411455,-0.11798403171317298,16.14783533604265,10.733114426345505,4.528344983329901,180.07095980014122,10.154700538379252,9.355461885963821,2.355461885963821,5.065384140902211,4.348551336231847,0.9013377407318894,0.41695596328347245,0.41695596328347245,0.10154524589625859,0.10154524589625859,0.0,0.0,25.044712100217808,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.636393415349522,73.052763844,2.4,3.2,3.4,0.6666666666666666,-0.53,5,66.03899999999999,174.7280118102615,0.49099052279264244,1.7581844380403455,3.469999999999999,41.073369673687615,10.627152777777777,0.3594196242661188,10.627152777777777,0.2161137935640745,0.5138888888888888,0.2161137935640745,-3.0732638888888886,-0.3594196242661188,-0.24770000000000003,19.740699999999997,73.09499999999996,1,2,0,0,0,1,0,0,0,0,12,11,0,1,1,2,0,0,0,0,0,0,0,0,0,30,5.309813353288376,0.0,1.4118420783282006,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,22.052270354599244,0.0,0.17265037927986351,0,14.430930599421343,5.907179729351506,0.0,5.309813353288376,0.0,6.851892117295679,6.975826900282246,0.0,0.0,0.0,32.4,5.309813353288376,0.0,0.0,0.0,12.883006629633751,4.794537184071822,0.0,15.076443454316998,0.0,1.4118420783282006,0.0,0.0,29.1,45.855023148148156,0.0,10.627152777777777,-0.5138888888888888,0.0,-1.7060185185185175,0.0,0.0,-6.0956018518518515,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4207171469569102
mol_0017,CN,,1.3143204867061786,0.8358456699741997,-1.1886171047355343,0.4686852121771011,-1.6911852121771014,3.5371942507365968,1.4778057492634042,14.421800056625138,11.59619994337486,3.5411969650799016,53.5907190016011,6.077350269189626,5.947213595499958,0.9472135954999579,2.943375672974064,2.618033988749895,0.22360679774997896,0.0,0.0,0.0,0.0,0.0,0.0,6.975826900282246,0.0,0.0,5.719716975726273,0.0,0.0,0.0,0.0,0.0,0.0,6.935959825167062,31.042199159999996,3.5,4.0,4.0,1.0,-0.04,2,26.018,17.086166327180322,0.050851763434079544,0.9600000000000016,-27.040000000000028,21.220107490158004,6.270833333333333,0.33326905475707136,6.270833333333333,0.11809757928841563,0.3125,0.11809757928841563,-2.583333333333333,-0.33326905475707136,-0.4251,10.111400000000001,31.057999999999996,2,1,0,0,0,0,0,0,0,0,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,14,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.975826900282246,4.1122756685106605,0.0,0.024408846448358223,0,6.935959825167062,0.0,0.0,0.0,5.719716975726273,0.0,6.975826900282246,0.0,0.0,0.0,47.5,5.719716975726273,0.0,0.0,0.0,6.975826900282246,0.0,0.0,4.1122756685106605,0.0,2.8236841566564013,0.0,0.0,26.02,31.145833333333336,0.0,0.0,0.0,-0.3125,0.0,0.0,0.0,-2.583333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3846582089034356
mol_0018,CNC,,1.5894951972794726,1.2532623067437896,-1.5917799499707317,0.9807128901457618,-1.8928128901457606,3.9072417532232016,1.0197582467768003,14.74010863571173,11.27889136428828,4.231132186198014,95.75496435407209,8.577350269189626,8.447213595499958,1.4472135954999579,4.1547005383792515,3.8944271909999157,0.4472135954999579,0.11180339887498948,0.11180339887498948,0.0,0.0,0.0,0.0,13.951653800564491,0.0,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,0.0,9.636393415349522,45.057849223999995,2.3333333333333335,3.0,3.0,1.0,-0.04,3,38.028999999999996,63.5798078911789,0.141640625,1.96,1.9600000000000033,30.546905459247228,6.583333333333334,0.3227722106803942,6.583333333333334,0.1215427192390446,0.375,0.1215427192390446,-2.869791666666667,-0.3227722106803942,-0.1644000000000001,14.983700000000002,45.085000000000015,1,1,0,0,0,0,0,0,0,0,10,9,0,1,1,1,0,0,0,0,0,0,0,0,0,20,5.309813353288376,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.951653800564491,8.224551337021321,0.0,0.09253854166666665,0,9.636393415349522,0.0,0.0,5.309813353288376,0.0,0.0,13.951653800564491,0.0,0.0,0.0,50.333333333333336,5.309813353288376,0.0,0.0,0.0,13.951653800564491,0.0,0.0,8.224551337021321,0.0,1.4118420783282006,0.0,0.0,12.03,45.61458333333334,0.0,0.0,-0.375,0.0,0.0,0.0,0.0,-5.739583333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39867093981547685
mol_0019,CCNC,,1.8095206296602784,1.5002465632960353,-1.7555255535772394,1.3437139268995135,-2.0085010694273766,4.152526876766794,0.8635070318714154,14.783136252243809,10.782729926418064,4.857162525704357,176.279285568744,11.077350269189626,10.947213595499958,1.9472135954999579,5.4047005383792515,5.144427190999916,0.6972135954999579,0.22360679774997896,0.22360679774997896,0.05590169943749474,0.05590169943749474,0.0,0.0,25.634392055182246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377910527689961,59.073499287999994,2.75,3.75,4.0,1.0,-0.04,4,50.03999999999999,240.66624374481702,0.24255836064473552,2.9600000000000004,1.96,39.721788573979474,6.921875,0.32002663451527363,6.921875,0.12185458680667675,0.5208333333333335,0.12185458680667675,-3.182291666666666,-0.32002663451527363,0.22569999999999996,19.6007,59.112000000000016,1,1,0,0,0,0,0,0,0,0,13,12,0,1,1,1,0,0,0,1,0,0,0,0,0,26,5.309813353288376,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,13.47268658459819,10.96606844936176,0.0,0.1794931868771043,0,12.377910527689961,0.0,0.0,5.309813353288376,0.0,6.851892117295679,13.47268658459819,0.0,0.0,0.0,51.75,5.309813353288376,0.0,0.0,0.0,13.47268658459819,0.0,0.0,17.817960566657437,0.0,1.4118420783282006,0.0,0.0,12.03,60.70208333333334,0.0,0.0,-0.5208333333333335,0.0,0.0,0.0,0.0,-9.43125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45552455362260735
mol_0020,CCCNC,,1.981794442126775,1.6431987474276355,-1.8408804201318028,1.6190574681597834,-2.0437182534650553,4.276127934573768,0.7721788963520442,14.790423259199626,10.494932959959613,5.367288300936075,247.69062730316318,13.577350269189626,13.447213595499958,2.447213595499958,6.654700538379252,6.394427190999917,0.9472135954999579,0.34860679774997894,0.34860679774997894,0.11180339887498948,0.11180339887498948,0.02795084971874737,0.02795084971874737,32.00731695651162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1194276400304,73.08914935199999,2.4,3.4,4.0,1.0,-0.04,5,62.051,870.0077600936543,0.34754325259515567,3.9600000000000004,3.9600000000000004,48.89667168871173,7.15625,0.31976254068858295,7.15625,0.12186598505438462,0.6464583333333334,0.12186598505438462,-3.476041666666668,-0.31976254068858295,0.6157999999999999,24.217699999999994,73.13899999999997,1,1,0,0,0,0,0,0,0,0,16,15,0,1,1,1,0,0,0,2,0,0,0,0,0,32,5.309813353288376,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,19.84561148592757,13.7075855617022,0.0,0.27525425605536336,0,15.1194276400304,0.0,0.0,5.309813353288376,0.0,13.224817018625059,13.47268658459819,0.0,0.0,0.0,52.6,5.309813353288376,0.0,0.0,0.0,13.47268658459819,0.0,0.0,26.932402580327256,0.0,1.4118420783282006,0.0,0.0,12.03,76.213125,0.0,0.0,-0.6464583333333334,0.0,0.0,0.0,-3.476041666666668,-10.090625000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5048540523547576
mol_0021,Oc1ccccc1,,2.1268719300323427,1.743218700013858,-1.8193535764132152,2.022573740316066,-1.5594989241600477,5.1797398060365785,0.47511668252088485,16.25462015206382,10.346234440824079,3.5637576760479117,320.4630927223895,10.171208396324301,9.408248290463863,3.408248290463863,6.00210641759854,4.612372435695795,1.7041241452319316,0.9541241452319316,0.9541241452319316,0.4770620726159658,0.4770620726159658,0.2385310363079829,0.2385310363079829,35.96160537160038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,8.284992438083735,94.041864812,1.4285714285714286,2.142857142857143,2.7142857142857144,0.0,-0.9800000000000001,7,88.06499999999998,701.8677369106731,1.050013759651828,1.6461962159398054,0.9290591797144502,50.74213013082711,7.217824074074074,0.5079669948663066,7.217824074074074,0.29309206658456344,0.4527777777777773,0.29309206658456344,-0.49907407407407356,-0.5079669948663066,1.3921999999999999,28.106799999999993,94.11299999999996,1,1,0,0,0,0,1,0,1,0,13,13,0,1,1,1,0,0,1,1,0,0,0,0,0,36,5.1088081911072125,5.749511833283905,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,18.127256122989884,12.08483741532659,0.0,6.853792780851101,0.24693266826050966,1,11.962600971958313,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,30.212093538316473,0.0,5.749511833283905,20.0,0.0,0.0,5.749511833283905,0.0,6.5400078483398465,0.0,0.0,6.853792780851101,30.212093538316473,0.0,0.0,0.0,20.23,42.490833333333335,0.0,0.0,3.944074074074074,0.0,-0.4527777777777773,-2.482129629629628,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514729544768675
